title,release_year,language_name,rental_duration,rental_rate,replacement_cost,rating,actor_name,category_name
Lady Stage,2006,English             ,4,4.99,14.99,PG,Anne Cronyn,Horror
Lust Lock,2006,English             ,3,2.99,28.99,G,Anne Cronyn,Action
Mannequin Worst,2006,English             ,3,2.99,18.99,PG-13,Anne Cronyn,New
Minds Truman,2006,English             ,3,4.99,22.99,PG-13,Anne Cronyn,Action
Moon Bunch,2006,English             ,7,0.99,20.99,PG,Anne Cronyn,Foreign
Paths Control,2006,English             ,3,4.99,9.99,PG,Anne Cronyn,Drama
Racer Egg,2006,English             ,7,2.99,19.99,NC-17,Anne Cronyn,Drama
Reap Unfaithful,2006,English             ,6,2.99,26.99,PG-13,Anne Cronyn,Horror
Requiem Tycoon,2006,English             ,6,4.99,25.99,R,Anne Cronyn,Classics
Rider Caddyshack,2006,English             ,5,2.99,28.99,PG,Anne Cronyn,Sports
Smile Earring,2006,English             ,4,2.99,29.99,G,Anne Cronyn,Travel
Uprising Uptown,2006,English             ,6,2.99,16.99,NC-17,Anne Cronyn,Action
Window Side,2006,English             ,3,2.99,25.99,R,Anne Cronyn,Travel
Wizard Coldblooded,2006,English             ,4,4.99,12.99,PG,Anne Cronyn,Music
Caddyshack Jedi,2006,English             ,3,0.99,17.99,NC-17,Natalie Hopkins,Action
Connection Microcosmos,2006,English             ,6,0.99,25.99,G,Natalie Hopkins,Comedy
Doors President,2006,English             ,3,4.99,22.99,NC-17,Natalie Hopkins,Animation
Dozen Lion,2006,English             ,6,4.99,20.99,NC-17,Natalie Hopkins,Documentary
Egg Igby,2006,English             ,4,2.99,20.99,PG,Natalie Hopkins,Documentary
Escape Metropolis,2006,English             ,7,2.99,20.99,R,Natalie Hopkins,Travel
Fantasy Troopers,2006,English             ,6,0.99,27.99,PG-13,Natalie Hopkins,Action
Feathers Metal,2006,English             ,3,0.99,12.99,PG-13,Natalie Hopkins,Games
Fool Mockingbird,2006,English             ,3,4.99,24.99,PG,Natalie Hopkins,Action
Graceland Dynamite,2006,English             ,5,4.99,26.99,R,Natalie Hopkins,Sports
Harold French,2006,English             ,6,0.99,10.99,NC-17,Natalie Hopkins,Drama
Hills Neighbors,2006,English             ,5,0.99,29.99,G,Natalie Hopkins,Action
Holes Brannigan,2006,English             ,7,4.99,27.99,PG,Natalie Hopkins,Sports
House Dynamite,2006,English             ,7,2.99,13.99,R,Natalie Hopkins,Family
Jason Trap,2006,English             ,5,2.99,9.99,NC-17,Natalie Hopkins,Family
Kwai Homeward,2006,English             ,5,0.99,25.99,PG-13,Natalie Hopkins,Drama
License Weekend,2006,English             ,7,2.99,28.99,NC-17,Natalie Hopkins,Sci-Fi
Majestic Floats,2006,English             ,5,0.99,15.99,PG,Natalie Hopkins,Documentary
Monsoon Cause,2006,English             ,6,4.99,20.99,PG,Natalie Hopkins,Games
Network Peak,2006,English             ,5,2.99,23.99,PG-13,Natalie Hopkins,Family
Nuts Ties,2006,English             ,5,4.99,10.99,NC-17,Natalie Hopkins,New
Others Soup,2006,English             ,7,2.99,18.99,PG,Natalie Hopkins,Travel
Perfect Groove,2006,English             ,7,2.99,17.99,PG-13,Natalie Hopkins,Comedy
Rear Trading,2006,English             ,6,0.99,23.99,NC-17,Natalie Hopkins,Action
Rings Heartbreakers,2006,English             ,5,0.99,17.99,G,Natalie Hopkins,Action
Siege Madre,2006,English             ,7,0.99,23.99,R,Natalie Hopkins,Family
Spinal Rocky,2006,English             ,7,2.99,12.99,PG-13,Natalie Hopkins,Family
Stampede Disturbing,2006,English             ,5,0.99,26.99,R,Natalie Hopkins,Games
Torque Bound,2006,English             ,3,4.99,27.99,G,Natalie Hopkins,Drama
Twisted Pirates,2006,English             ,4,4.99,23.99,PG,Natalie Hopkins,Children
Unforgiven Zoolander,2006,English             ,7,0.99,15.99,PG,Natalie Hopkins,Sci-Fi
War Notting,2006,English             ,7,4.99,26.99,G,Natalie Hopkins,Foreign
African Egg,2006,English             ,6,2.99,22.99,G,Gary Phoenix,Family
Bedazzled Married,2006,English             ,6,0.99,21.99,PG,Gary Phoenix,Family
Bucket Brotherhood,2006,English             ,7,4.99,27.99,PG,Gary Phoenix,Travel
Calendar Gunfight,2006,English             ,4,4.99,22.99,NC-17,Gary Phoenix,Foreign
Carol Texas,2006,English             ,4,2.99,15.99,PG,Gary Phoenix,Animation
Citizen Shrek,2006,English             ,7,0.99,18.99,G,Gary Phoenix,Sci-Fi
Handicap Boondock,2006,English             ,4,0.99,28.99,R,Gary Phoenix,Action
Head Stranger,2006,English             ,4,4.99,28.99,R,Gary Phoenix,Games
Holes Brannigan,2006,English             ,7,4.99,27.99,PG,Gary Phoenix,Sports
Insects Stone,2006,English             ,3,0.99,14.99,NC-17,Gary Phoenix,Animation
Jumanji Blade,2006,English             ,4,2.99,13.99,G,Gary Phoenix,New
Loathing Legally,2006,English             ,4,0.99,29.99,R,Gary Phoenix,Classics
North Tequila,2006,English             ,4,4.99,9.99,NC-17,Gary Phoenix,Documentary
Pickup Driving,2006,English             ,3,2.99,23.99,G,Gary Phoenix,Sports
River Outlaw,2006,English             ,4,0.99,29.99,PG-13,Gary Phoenix,Sports
Road Roxanne,2006,English             ,4,4.99,12.99,R,Gary Phoenix,Documentary
Rock Instinct,2006,English             ,4,0.99,28.99,G,Gary Phoenix,Horror
Run Pacific,2006,English             ,3,0.99,25.99,R,Gary Phoenix,New
Stock Glass,2006,English             ,7,2.99,10.99,PG,Gary Phoenix,New
Timberland Sky,2006,English             ,3,0.99,13.99,G,Gary Phoenix,Classics
Tomorrow Hustler,2006,English             ,3,2.99,21.99,R,Gary Phoenix,Classics
Victory Academy,2006,English             ,6,0.99,19.99,PG-13,Gary Phoenix,Sports
Wild Apollo,2006,English             ,4,0.99,24.99,R,Gary Phoenix,New
World Leathernecks,2006,English             ,3,0.99,13.99,PG-13,Gary Phoenix,Horror
Wrong Behavior,2006,English             ,6,2.99,10.99,PG-13,Gary Phoenix,Children
Amelie Hellfighters,2006,English             ,4,4.99,23.99,R,Carmen Hunt,Music
Bowfinger Gables,2006,English             ,7,4.99,19.99,NC-17,Carmen Hunt,Horror
Breaking Home,2006,English             ,4,2.99,21.99,PG-13,Carmen Hunt,New
Butch Panther,2006,English             ,6,0.99,19.99,PG-13,Carmen Hunt,New
Daisy Menagerie,2006,English             ,5,4.99,9.99,G,Carmen Hunt,Sci-Fi
Dracula Crystal,2006,English             ,7,0.99,26.99,G,Carmen Hunt,Classics
Frost Head,2006,English             ,5,0.99,13.99,PG,Carmen Hunt,Classics
Grapes Fury,2006,English             ,4,0.99,20.99,G,Carmen Hunt,Foreign
Gunfight Moon,2006,English             ,5,0.99,16.99,NC-17,Carmen Hunt,Comedy
Hawk Chill,2006,English             ,5,0.99,12.99,PG-13,Carmen Hunt,Documentary
Holocaust Highball,2006,English             ,6,0.99,12.99,R,Carmen Hunt,Children
Jade Bunch,2006,English             ,6,2.99,21.99,NC-17,Carmen Hunt,Sports
Legally Secretary,2006,English             ,7,4.99,14.99,PG,Carmen Hunt,Children
Lesson Cleopatra,2006,English             ,3,0.99,28.99,NC-17,Carmen Hunt,Sports
Mixed Doors,2006,English             ,6,2.99,26.99,PG-13,Carmen Hunt,Foreign
Moonshine Cabin,2006,English             ,4,4.99,25.99,PG-13,Carmen Hunt,Games
Patriot Roman,2006,English             ,6,2.99,12.99,PG,Carmen Hunt,Action
Phantom Glory,2006,English             ,6,2.99,17.99,NC-17,Carmen Hunt,New
Pollock Deliverance,2006,English             ,5,2.99,14.99,PG,Carmen Hunt,Foreign
Random Go,2006,English             ,6,2.99,29.99,NC-17,Carmen Hunt,Sci-Fi
Smoking Barbarella,2006,English             ,7,0.99,13.99,PG-13,Carmen Hunt,Documentary
Teen Apollo,2006,English             ,3,4.99,25.99,G,Carmen Hunt,Travel
Telegraph Voyage,2006,English             ,3,4.99,20.99,PG,Carmen Hunt,Music
Truman Crazy,2006,English             ,7,4.99,9.99,G,Carmen Hunt,Action
Voyage Legally,2006,English             ,6,0.99,28.99,PG-13,Carmen Hunt,Classics
Zoolander Fiction,2006,English             ,5,2.99,28.99,R,Carmen Hunt,Children
Academy Dinosaur,2006,English             ,6,0.99,20.99,PG,Mena Temple,Documentary
Alabama Devil,2006,English             ,3,2.99,21.99,PG-13,Mena Temple,Horror
Balloon Homeward,2006,English             ,5,2.99,10.99,NC-17,Mena Temple,Music
Beach Heartbreakers,2006,English             ,6,2.99,16.99,G,Mena Temple,Documentary
Butterfly Chocolat,2006,English             ,3,0.99,17.99,G,Mena Temple,New
Carrie Bunch,2006,English             ,7,0.99,11.99,PG,Mena Temple,Horror
Casualties Encino,2006,English             ,3,4.99,16.99,G,Mena Temple,Action
Contact Anonymous,2006,English             ,7,2.99,10.99,PG-13,Mena Temple,Travel
Drop Waterfront,2006,English             ,6,4.99,20.99,R,Mena Temple,Sports
Early Home,2006,English             ,6,4.99,27.99,NC-17,Mena Temple,Animation
English Bulworth,2006,English             ,3,0.99,18.99,PG-13,Mena Temple,Sci-Fi
Fellowship Autumn,2006,English             ,6,4.99,9.99,NC-17,Mena Temple,Travel
Gilmore Boiled,2006,English             ,5,0.99,29.99,R,Mena Temple,Classics
Gump Date,2006,English             ,3,4.99,12.99,NC-17,Mena Temple,Travel
Ice Crossing,2006,English             ,5,2.99,28.99,R,Mena Temple,Games
Interview Liaisons,2006,English             ,4,4.99,17.99,R,Mena Temple,New
Jumanji Blade,2006,English             ,4,2.99,13.99,G,Mena Temple,New
Jungle Closer,2006,English             ,6,0.99,11.99,NC-17,Mena Temple,New
Lambs Cincinatti,2006,English             ,6,4.99,18.99,PG-13,Mena Temple,Games
Liaisons Sweet,2006,English             ,5,4.99,15.99,PG,Mena Temple,Travel
Microcosmos Paradise,2006,English             ,6,2.99,22.99,PG-13,Mena Temple,Children
Mighty Luck,2006,English             ,7,2.99,13.99,PG,Mena Temple,Documentary
Mile Mulan,2006,English             ,4,0.99,10.99,PG,Mena Temple,Sports
Primary Glass,2006,English             ,7,0.99,16.99,G,Mena Temple,Action
Requiem Tycoon,2006,English             ,6,4.99,25.99,R,Mena Temple,Classics
Resurrection Silverado,2006,English             ,6,0.99,12.99,PG,Mena Temple,Family
Varsity Trip,2006,English             ,7,2.99,14.99,NC-17,Mena Temple,New
Vision Torque,2006,English             ,5,0.99,16.99,PG-13,Mena Temple,Foreign
Wash Heavenly,2006,English             ,7,4.99,22.99,R,Mena Temple,Foreign
Wizard Coldblooded,2006,English             ,4,4.99,12.99,PG,Mena Temple,Music
Boiled Dares,2006,English             ,7,4.99,13.99,PG,Penelope Pinkett,Travel
Cause Date,2006,English             ,3,2.99,16.99,R,Penelope Pinkett,Documentary
Cider Desire,2006,English             ,7,2.99,9.99,PG,Penelope Pinkett,Documentary
Core Suit,2006,English             ,3,2.99,24.99,PG-13,Penelope Pinkett,Classics
English Bulworth,2006,English             ,3,0.99,18.99,PG-13,Penelope Pinkett,Sci-Fi
Excitement Eve,2006,English             ,3,0.99,20.99,G,Penelope Pinkett,Action
Family Sweet,2006,English             ,4,0.99,24.99,R,Penelope Pinkett,Horror
Gandhi Kwai,2006,English             ,7,0.99,9.99,PG-13,Penelope Pinkett,Family
Juggler Hardly,2006,English             ,4,0.99,14.99,PG-13,Penelope Pinkett,Animation
Lawless Vision,2006,English             ,6,4.99,29.99,G,Penelope Pinkett,Animation
Lion Uncut,2006,English             ,6,0.99,13.99,PG,Penelope Pinkett,Comedy
Madre Gables,2006,English             ,7,2.99,27.99,PG-13,Penelope Pinkett,Games
Motions Details,2006,English             ,5,0.99,16.99,PG,Penelope Pinkett,Horror
Oleander Clue,2006,English             ,5,0.99,12.99,PG,Penelope Pinkett,Music
Oz Liaisons,2006,English             ,4,2.99,14.99,R,Penelope Pinkett,Animation
Paris Weekend,2006,English             ,7,2.99,19.99,PG-13,Penelope Pinkett,Horror
Rushmore Mermaid,2006,English             ,6,2.99,17.99,PG-13,Penelope Pinkett,Comedy
Saturday Lambs,2006,English             ,3,4.99,28.99,G,Penelope Pinkett,Sports
State Wasteland,2006,English             ,4,2.99,13.99,NC-17,Penelope Pinkett,Games
Submarine Bed,2006,English             ,5,4.99,21.99,R,Penelope Pinkett,Comedy
Suit Walls,2006,English             ,3,4.99,12.99,R,Penelope Pinkett,Games
Troopers Metal,2006,English             ,3,0.99,20.99,R,Penelope Pinkett,New
Westward Seabiscuit,2006,English             ,7,0.99,11.99,NC-17,Penelope Pinkett,Classics
Worker Tarzan,2006,English             ,7,2.99,26.99,R,Penelope Pinkett,Travel
World Leathernecks,2006,English             ,3,0.99,13.99,PG-13,Penelope Pinkett,Horror
Airport Pollock,2006,English             ,6,4.99,15.99,R,Fay Kilmer,Horror
Anonymous Human,2006,English             ,7,0.99,12.99,NC-17,Fay Kilmer,Sports
Bird Independence,2006,English             ,6,4.99,14.99,G,Fay Kilmer,Travel
Crusade Honey,2006,English             ,4,2.99,27.99,R,Fay Kilmer,Sports
Fellowship Autumn,2006,English             ,6,4.99,9.99,NC-17,Fay Kilmer,Travel
Flamingos Connecticut,2006,English             ,4,4.99,28.99,PG-13,Fay Kilmer,New
Frontier Cabin,2006,English             ,6,4.99,14.99,PG-13,Fay Kilmer,New
Harry Idaho,2006,English             ,5,4.99,18.99,PG-13,Fay Kilmer,Drama
Jersey Sassy,2006,English             ,6,4.99,16.99,PG,Fay Kilmer,Children
Jet Neighbors,2006,English             ,7,4.99,14.99,R,Fay Kilmer,Foreign
Movie Shakespeare,2006,English             ,6,4.99,27.99,PG,Fay Kilmer,Family
Mussolini Spoilers,2006,English             ,6,2.99,10.99,G,Fay Kilmer,Sports
Nemo Campus,2006,English             ,5,2.99,23.99,NC-17,Fay Kilmer,Sci-Fi
Racer Egg,2006,English             ,7,2.99,19.99,NC-17,Fay Kilmer,Drama
Secret Groundhog,2006,English             ,6,4.99,11.99,PG,Fay Kilmer,Documentary
Shootist Superfly,2006,English             ,6,0.99,22.99,PG-13,Fay Kilmer,Drama
Snatchers Montezuma,2006,English             ,4,2.99,14.99,PG-13,Fay Kilmer,Classics
Spice Sorority,2006,English             ,5,4.99,22.99,NC-17,Fay Kilmer,Drama
Vacation Boondock,2006,English             ,4,2.99,23.99,R,Fay Kilmer,Sci-Fi
Watch Tracy,2006,English             ,5,0.99,12.99,PG,Fay Kilmer,Animation
Bedazzled Married,2006,English             ,6,0.99,21.99,PG,Dan Harris,Family
Boondock Ballroom,2006,English             ,7,0.99,14.99,NC-17,Dan Harris,Travel
Destiny Saturday,2006,English             ,4,4.99,20.99,G,Dan Harris,New
Divine Resurrection,2006,English             ,4,2.99,19.99,R,Dan Harris,Games
Eyes Driving,2006,English             ,4,2.99,13.99,PG-13,Dan Harris,Sci-Fi
Fellowship Autumn,2006,English             ,6,4.99,9.99,NC-17,Dan Harris,Travel
Ghost Groundhog,2006,English             ,6,4.99,18.99,G,Dan Harris,Children
Groove Fiction,2006,English             ,6,0.99,13.99,NC-17,Dan Harris,Sports
Hills Neighbors,2006,English             ,5,0.99,29.99,G,Dan Harris,Action
Holiday Games,2006,English             ,7,4.99,10.99,PG-13,Dan Harris,Foreign
Independence Hotel,2006,English             ,5,0.99,21.99,NC-17,Dan Harris,Documentary
Insider Arizona,2006,English             ,5,2.99,17.99,NC-17,Dan Harris,Music
Jade Bunch,2006,English             ,6,2.99,21.99,NC-17,Dan Harris,Sports
Lies Treatment,2006,English             ,7,4.99,28.99,NC-17,Dan Harris,Drama
Monterey Labyrinth,2006,English             ,6,0.99,13.99,G,Dan Harris,Horror
Reunion Witches,2006,English             ,3,0.99,26.99,R,Dan Harris,Drama
Run Pacific,2006,English             ,3,0.99,25.99,R,Dan Harris,New
School Jacket,2006,English             ,5,4.99,21.99,PG-13,Dan Harris,Foreign
Seven Swarm,2006,English             ,4,4.99,15.99,R,Dan Harris,Games
Siege Madre,2006,English             ,7,0.99,23.99,R,Dan Harris,Family
Steers Armageddon,2006,English             ,6,4.99,16.99,PG,Dan Harris,Sports
Straight Hours,2006,English             ,3,0.99,19.99,R,Dan Harris,Sports
Summer Scarface,2006,English             ,5,0.99,25.99,G,Dan Harris,Classics
Superfly Trip,2006,English             ,5,0.99,27.99,PG,Dan Harris,Travel
Titanic Boondock,2006,English             ,3,4.99,18.99,R,Dan Harris,Animation
Titans Jerk,2006,English             ,4,4.99,11.99,PG,Dan Harris,Sci-Fi
Vanishing Rocky,2006,English             ,3,2.99,21.99,NC-17,Dan Harris,Music
Watership Frontier,2006,English             ,6,0.99,28.99,G,Dan Harris,Horror
Alley Evolution,2006,English             ,6,2.99,23.99,NC-17,Jude Cruise,Foreign
Arabia Dogma,2006,English             ,6,0.99,29.99,NC-17,Jude Cruise,Horror
Brotherhood Blanket,2006,English             ,3,0.99,26.99,R,Jude Cruise,Documentary
Camelot Vacation,2006,English             ,3,0.99,26.99,NC-17,Jude Cruise,Sci-Fi
Carrie Bunch,2006,English             ,7,0.99,11.99,PG,Jude Cruise,Horror
Champion Flatliners,2006,English             ,4,4.99,21.99,PG,Jude Cruise,Animation
Chinatown Gladiator,2006,English             ,7,4.99,24.99,PG,Jude Cruise,New
Citizen Shrek,2006,English             ,7,0.99,18.99,G,Jude Cruise,Sci-Fi
Crossing Divorce,2006,English             ,4,4.99,19.99,R,Jude Cruise,Foreign
Date Speed,2006,English             ,4,0.99,19.99,R,Jude Cruise,Family
Drums Dynamite,2006,English             ,6,0.99,11.99,PG,Jude Cruise,Horror
Eagles Panky,2006,English             ,4,4.99,14.99,NC-17,Jude Cruise,New
Fireball Philadelphia,2006,English             ,4,0.99,25.99,PG,Jude Cruise,Comedy
Frontier Cabin,2006,English             ,6,4.99,14.99,PG-13,Jude Cruise,New
Halloween Nuts,2006,English             ,6,2.99,19.99,PG-13,Jude Cruise,Documentary
House Dynamite,2006,English             ,7,2.99,13.99,R,Jude Cruise,Family
Ice Crossing,2006,English             ,5,2.99,28.99,R,Jude Cruise,Games
Knock Warlock,2006,English             ,4,2.99,21.99,PG-13,Jude Cruise,Comedy
Monster Spartacus,2006,English             ,6,2.99,28.99,PG,Jude Cruise,Music
Mulholland Beast,2006,English             ,7,2.99,13.99,PG,Jude Cruise,Foreign
Open African,2006,English             ,7,4.99,16.99,PG,Jude Cruise,Sci-Fi
Platoon Instinct,2006,English             ,6,4.99,10.99,PG-13,Jude Cruise,New
Quest Mussolini,2006,English             ,5,2.99,29.99,R,Jude Cruise,Action
Random Go,2006,English             ,6,2.99,29.99,NC-17,Jude Cruise,Sci-Fi
Rear Trading,2006,English             ,6,0.99,23.99,NC-17,Jude Cruise,Action
Rock Instinct,2006,English             ,4,0.99,28.99,G,Jude Cruise,Horror
Scalawag Duck,2006,English             ,6,4.99,13.99,NC-17,Jude Cruise,Music
Strangelove Desire,2006,English             ,4,0.99,27.99,NC-17,Jude Cruise,Children
Timberland Sky,2006,English             ,3,0.99,13.99,G,Jude Cruise,Classics
Twisted Pirates,2006,English             ,4,4.99,23.99,PG,Jude Cruise,Children
Backlash Undefeated,2006,English             ,3,4.99,24.99,PG-13,Christian Akroyd,Children
Betrayed Rear,2006,English             ,5,4.99,26.99,NC-17,Christian Akroyd,Children
Caper Motions,2006,English             ,6,0.99,22.99,G,Christian Akroyd,Comedy
Catch Amistad,2006,English             ,7,0.99,10.99,G,Christian Akroyd,Foreign
Chance Resurrection,2006,English             ,3,2.99,22.99,R,Christian Akroyd,Sports
Confused Candles,2006,English             ,3,2.99,27.99,PG-13,Christian Akroyd,Family
Cupboard Sinners,2006,English             ,4,2.99,29.99,R,Christian Akroyd,Documentary
Divide Monster,2006,English             ,6,2.99,13.99,PG-13,Christian Akroyd,Sci-Fi
